PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Bioquímica;9015;Licenciatura 1.º ciclo;255;78;177;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Agronómica;9086;Licenciatura 1.º ciclo;;;;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física;9141;Licenciatura 1.º ciclo;166;128;38;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Geologia;9146;Licenciatura 1.º ciclo;132;67;65;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Matemática;9209;Licenciatura 1.º ciclo;226;114;112;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Química;9223;Licenciatura 1.º ciclo;166;54;112;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Matemática;9315;Mestrado 2.º ciclo;10;7;3;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Física;9368;Mestrado Integrado;188;132;56;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Bioquímica;9396;Mestrado 2.º ciclo;33;8;25;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Química;9442;Mestrado 2.º ciclo;52;28;24;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Agronómica;9520;Mestrado 2.º ciclo;38;25;13;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física;9657;Mestrado 2.º ciclo;18;16;2;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciência de Computadores;9696;Licenciatura 1.º ciclo;196;170;26;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciências e Tecnologia do Ambiente;9709;Licenciatura 1.º ciclo;136;81;55;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia de Redes e Sistemas Informáticos;9812;Mestrado Integrado;345;280;65;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Geoespacial;L096;Licenciatura 1.º ciclo;;;;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Tecnologia e Ciência Alimentar;M702;Mestrado 2.º ciclo;34;7;27;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biologia Funcional e Biotecnologia de Plantas;M802;Mestrado 2.º ciclo;21;9;12;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ecologia e Ambiente;M872;Mestrado 2.º ciclo;25;10;15;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia de Viticultura e Enologia;M941;Mestrado 2.º ciclo;8;6;2;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Vinho, Turismo e Inovação - Enoturismo;M983;Mestrado 2.º ciclo;25;8;17;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Deteção Remota;MA03;Mestrado 2.º ciclo;9;8;1;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciência de Dados (Data Science);MA09;Mestrado 2.º ciclo;19;9;10;2018/19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Métodos Avançados e Acreditação em Análise Química;MA19;Mestrado 2.º ciclo;6;1;5;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Administração de Empresas;6824;Mestrado 2.º ciclo;123;61;62;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão da Inovação;6826;Mestrado 2.º ciclo;55;29;26;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Finanças e Fiscalidade;6827;Mestrado 2.º ciclo;54;26;28;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão do Ambiente;6828;Mestrado 2.º ciclo;54;18;36;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão de Recursos Humanos;6829;Mestrado 2.º ciclo;61;14;47;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão e Economia de Serviços de Saúde;6936;Mestrado 2.º ciclo;52;22;30;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia;9081;Licenciatura 1.º ciclo;989;471;518;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão;9147;Licenciatura 1.º ciclo;530;239;291;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia;9280;Mestrado 2.º ciclo;155;79;76;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Finanças;9294;Mestrado 2.º ciclo;85;49;36;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão;9295;Mestrado 2.º ciclo;84;31;53;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Marketing;9314;Mestrado 2.º ciclo;66;23;43;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão Internacional;9413;Mestrado 2.º ciclo;68;20;48;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão Comercial;9432;Mestrado 2.º ciclo;60;30;30;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão de Serviços;M085;Mestrado 2.º ciclo;65;22;43;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Contabilidade e Controlo de Gestão;M608;Mestrado 2.º ciclo;79;29;50;2018/19
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Modelação, Análise de Dados e Sistemas de Apoio à Decisão;M621;Mestrado 2.º ciclo;68;40;28;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Ciência da Informação;6025;Mestrado 2.º ciclo;42;13;29;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Segurança e Higiene Ocupacionais;6090;Mestrado 2.º ciclo;65;31;34;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Inovação e Empreendedorismo Tecnológico;6175;Mestrado 2.º ciclo;46;28;18;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Multimédia;6197;Mestrado 2.º ciclo;91;54;37;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Serviços e Gestão;6294;Mestrado 2.º ciclo;57;26;31;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Software;6295;Mestrado 2.º ciclo;37;28;9;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Estruturas de Engenharia Civil;6640;Mestrado 2.º ciclo;20;11;9;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Minas e Geoambiente;6917;Mestrado 2.º ciclo;34;16;18;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Civil;9360;Mestrado Integrado;769;560;209;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;Mestrado Integrado;1169;999;170;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;1066;851;215;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Informática e Computação;9459;Mestrado Integrado;790;650;140;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Metalúrgica e de Materiais;9460;Mestrado Integrado;143;94;49;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Química;9461;Mestrado Integrado;381;123;258;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Bioengenharia;9493;Mestrado Integrado;390;146;244;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia do Ambiente;9508;Mestrado Integrado;178;79;99;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia e Gestão Industrial;9509;Mestrado Integrado;445;245;200;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Biomédica;9568;Mestrado 2.º ciclo;48;18;30;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Ciências de Engenharia - Engenharia de Minas e Geoambiente;9897;Licenciatura 1.º ciclo;52;32;20;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Planeamento e Projecto Urbano;M520;Mestrado 2.º ciclo;41;17;24;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia da Informação;M523;Mestrado 2.º ciclo;;;;2018/19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Mecânica Computacional;M543;Mestrado 2.º ciclo;14;11;3;2018/19
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Controlo de Qualidade;6061;Mestrado 2.º ciclo;37;7;30;2018/19
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Tecnologia Farmacêutica;6249;Mestrado 2.º ciclo;24;5;19;2018/19
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Toxicologia Analítica Clínica e Forense;6257;Mestrado 2.º ciclo;21;4;17;2018/19
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Análises Clínicas;6267;Mestrado 2.º ciclo;15;3;12;2018/19
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Ciências Farmacêuticas;9494;Mestrado Integrado;915;198;717;2018/19
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Química Farmacêutica;M675;Mestrado 2.º ciclo;9;1;8;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Arqueologia;6011;Mestrado 2.º ciclo;14;4;10;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Africanos;6101;Mestrado 2.º ciclo;24;7;17;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História da Arte Portuguesa;6162;Mestrado 2.º ciclo;;;;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História e Património;6167;Mestrado 2.º ciclo;31;12;19;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Português Língua Segunda/Língua Estrangeira;6323;Mestrado 2.º ciclo;42;8;34;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Filosofia no Ensino Secundário;6459;Mestrado 2.º ciclo;25;11;14;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Riscos, Cidades e Ordenamento do Território;6953;Mestrado 2.º ciclo;20;8;12;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Arqueologia;9006;Licenciatura 1.º ciclo;88;46;42;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciências da Linguagem;9040;Licenciatura 1.º ciclo;71;15;56;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Filosofia;9139;Licenciatura 1.º ciclo;164;86;78;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Geografia;9143;Licenciatura 1.º ciclo;227;128;99;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História;9181;Licenciatura 1.º ciclo;230;114;116;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História da Arte;9182;Licenciatura 1.º ciclo;111;31;80;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Línguas Aplicadas;9192;Licenciatura 1.º ciclo;217;50;167;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Línguas e Relações Internacionais;9197;Licenciatura 1.º ciclo;198;52;146;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura 1.º ciclo;295;70;225;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Sociologia;9240;Licenciatura 1.º ciclo;150;48;102;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciências da Comunicação;9272;Mestrado 2.º ciclo;104;33;71;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Filosofia;9293;Mestrado 2.º ciclo;36;22;14;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História Contemporânea;9302;Mestrado 2.º ciclo;18;8;10;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Museologia;9318;Mestrado 2.º ciclo;42;8;34;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Sociologia;9333;Mestrado 2.º ciclo;57;21;36;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Anglo-Americanos;9429;Mestrado 2.º ciclo;34;9;25;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Tradução e Serviços Linguísticos;9634;Mestrado 2.º ciclo;66;14;52;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História, Relações Internacionais e Cooperação;9636;Mestrado 2.º ciclo;49;22;27;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Sistemas de Informação Geográfica e Ordenamento do Território;9637;Mestrado 2.º ciclo;37;24;13;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Linguística;9653;Mestrado 2.º ciclo;30;7;23;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Literários, Culturais e Interartes;9655;Mestrado 2.º ciclo;54;18;36;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciência da Informação;9694;Licenciatura 1.º ciclo;137;63;74;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciências da Comunicação: Jornalismo, Assessoria, Multimédia;9701;Licenciatura 1.º ciclo;280;64;216;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Portugueses;9917;Licenciatura 1.º ciclo;57;18;39;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Medievais;M595;Mestrado 2.º ciclo;25;12;13;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Inglês e de Língua Estrangeira no 3.º Ciclo do Ensino Básico e no Ensino Secundário, nas áreas de especialização de Alemão ou de Espanhol ou de Francês;M808;Mestrado 2.º ciclo;17;6;11;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de História no 3.º Ciclo do Ensino Básico e no Ensino Secundário;M812;Mestrado 2.º ciclo;61;32;29;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Geografia no 3.º Ciclo do Ensino Básico e no Ensino Secundário;M824;Mestrado 2.º ciclo;26;14;12;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Português no 3.º Ciclo do Ensino Básico e no Ensino Secundário e de Latim no Ensino Secundário;M829;Mestrado 2.º ciclo;3;0;3;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Português no 3.º Ciclo do Ensino Básico e no Ensino Secundário;M830;Mestrado 2.º ciclo;20;6;14;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Português e de Língua Estrangeira no 3.º C. do Ensino Básico e no Ensino Secundário, nas áreas de especialização de Alemão ou de Espanhol ou de Francês ou de Inglês;M837;Mestrado 2.º ciclo;29;6;23;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Inglês no 3.º Ciclo do Ensino Básico e no Ensino Secundário;M839;Mestrado 2.º ciclo;5;1;4;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ensino de Inglês no 1.º Ciclo do Ensino Básico;M852;Mestrado 2.º ciclo;;;;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História da Arte, Património e Cultura Visual;M902;Mestrado 2.º ciclo;50;11;39;2018/19
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Comunicação e Gestão de Indústrias Criativas;M963;Mestrado 2.º ciclo;37;7;30;2018/19
Universidade do Porto;1100;Faculdade de Medicina;1108;Publico;Universitario;Ciências Forenses;6046;Mestrado 2.º ciclo;16;3;13;2018/19
Universidade do Porto;1100;Faculdade de Medicina;1108;Publico;Universitario;Cirurgia Ortognática e Ortodontia;6050;Mestrado 2.º ciclo;7;0;7;2018/19
Universidade do Porto;1100;Faculdade de Medicina;1108;Publico;Universitario;Epidemiologia;6097;Mestrado 2.º ciclo;;;;2018/19
